rowNum,opnSfTeamCode,mgtNo,opnSvcId,updateGbn,updateDt,opnSvcNm,bplcNm,sitePostNo,siteWhlAddr,rdnPostNo,rdnWhlAddr,siteArea,apvPermYmd,apvCancelYmd,dcbYmd,clgStdt,clgEnddt,ropnYmd,trdStateGbn,trdStateNm,dtlStateGbn,dtlStateNm,x,y,lastModTs,uptaeNm,siteTel,latitude,longitude
1278,3720000,3720000-107-2021-00080,07_22_19_P,I,2021-04-15 00:22:57,즉석판매제조가공업,임창정의대단한갈비울산송정점,683410,울산광역시 북구 송정동 1237-2 반도유보라 아이비파크 132동 지하1층 203호,44236,"울산광역시 북구 화산로 104, 132동 지하1층 203호 (송정동, 반도유보라 아이비파크)",,20210413,,,,,,01,영업\/정상,01,영업,,,20210413113618,즉석판매제조가공업,,35.5945607,129.3662808
1383,3730000,3730000-104-2021-00044,07_24_05_P,I,2021-04-15 00:22:57,휴게음식점,카페블랙(cafe black),689823,울산광역시 울주군 상북면 덕현리 766-3 ,44901,"울산광역시 울주군 상북면 운문로 13, 1층",71.12,20210413,,,,,,01,영업\/정상,01,영업,385441.90644584     ,237294.203280817    ,20210413094054,커피숍,,35.6244542,129.047866
1406,3690000,3690000-107-2021-00047,07_22_19_P,I,2021-04-15 00:22:57,즉석판매제조가공업,돈풍,681220,울산광역시 중구 복산동 100 홈플러스울산점 ,44478,"울산광역시 중구 번영로 475, 홈플러스울산점 1층 (복산동)",,20210413,,,,,,01,영업\/정상,01,영업,411601.338446216    ,231915.243733168    ,20210413161420,즉석판매제조가공업,,35.5644244,129.3348128
1543,3710000,3710000-104-2021-00025,07_24_05_P,I,2021-04-15 00:22:57,휴게음식점,미소닭강정,682713,울산광역시 동구 서부동 105-3 현대백화점 ,44033,"울산광역시 동구 방어진순환도로 899, 현대백화점 지하 1층 (서부동)",,20210413,,,,,,01,영업\/정상,01,영업,420520.595799609    ,227369.909044548    ,20210413163151,패스트푸드,,35.5215658,129.4314464
1544,3710000,3710000-104-2021-00024,07_24_05_P,I,2021-04-15 00:22:57,휴게음식점,오븐씨,682824,울산광역시 동구 화정동 151-43 ,44061,"울산광역시 동구 대송7가길 19, 1층 (화정동)",,20210413,,,,,,01,영업\/정상,01,영업,419518.016505467    ,225177.061260447    ,20210413135919,일반조리판매,,35.5019636,129.4195861
1546,3710000,3710000-104-2021-00023,07_24_05_P,I,2021-04-15 00:22:57,휴게음식점,스마일케이크,682803,울산광역시 동구 방어동 56-2 ,44059,"울산광역시 동구 등대로 14, 1층 101호 (방어동)",,20210413,,,,,,01,영업\/정상,01,영업,420243.227948076    ,224057.335320463    ,20210413095934,커피숍,,35.489945,129.4329884
1627,3700000,3700000-101-2021-00151,07_24_04_P,I,2021-04-15 00:22:57,일반음식점,테라스,680808,울산광역시 남구 무거동 619-8 ,44611,"울산광역시 남구 대학로84번길 1, 2층 (무거동)",.00,20210413,,,,,,01,영업\/정상,01,영업,404886.525601657    ,229331.205071801    ,20210413144348,한식,,35.5425935,129.2600886
1628,3700000,3700000-101-2021-00150,07_24_04_P,I,2021-04-15 00:22:57,일반음식점,언양식육식당,680813,울산광역시 남구 삼산동 904-10 농수산물도매시장 ,44715,"울산광역시 남구 삼산로 324, 농수산물도매시장 29호 (삼산동)",.00,20210413,,,,,,01,영업\/정상,01,영업,412406.749495758    ,229082.742433827    ,20210413142151,식육(숯불구이),,35.5389892,129.3423566
1809,3730000,3730000-101-2021-00072,07_24_04_P,I,2021-04-15 00:22:57,일반음식점,역전할머니맥주 온양점,689903,울산광역시 울주군 온양읍 대안리 402-14 ,44979,"울산광역시 울주군 온양읍 연안8길 3, 1층",76.96,20210413,,,,,,01,영업\/정상,01,영업,407428.467257284    ,214599.590970926    ,20210413150045,호프\/통닭,,35.4093736,129.2842559
1810,3730000,3730000-101-2021-00071,07_24_04_P,I,2021-04-15 00:22:57,일반음식점,상북밀면,689822,울산광역시 울주군 상북면 궁근정리 505-17 ,44901,"울산광역시 울주군 상북면 석남로 859, B동 1층",80.00,20210413,,,,,,01,영업\/정상,01,영업,387565.406689848    ,236921.791868679    ,20210413094046,한식,,35.6127431,129.0507433
2014,3700000,2021370016030200421,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,모이뮤,,울산광역시 남구 야음동 885 디아채,44751,"울산광역시 남구 수암로196번길 20, 101동 801호 (야음동, 디아채)",,20210412,,,,,,01,영업\/정상,01,정상영업,411141.073836744    ,227501.021105825    ,20210413130852,의류\/패션\/잡화\/뷰티,,35.5248903,129.3282652
2086,3700000,2021370016030200420,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,도담컴퍼니,,울산광역시 남구 신정동 636-18,44670,"울산광역시 남구 봉월로96번길 13, 202호 (신정동)",,20210412,,,,,,01,영업\/정상,01,정상영업,409184.739883171    ,229312.368965915    ,20210413111413,종합몰,,35.5414891,129.3073606
2087,3700000,2021370016030200419,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,행복 나무,,울산광역시 남구 무거동 1594 무거위브자이,44629,"울산광역시 남구 북부순환도로 35, 112동 1302호 (무거동, 무거위브자이)",,20210412,,,,,,01,영업\/정상,01,정상영업,405444.458623372    ,230541.286761518    ,20210413111024,기타,,35.5533526,129.266441
2088,3700000,2021370016030200418,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,헬씨쥬스,,울산광역시 남구 신정동 479-20,44679,울산광역시 남구 팔등로41번길 19 (신정동),,20210412,,,,,,01,영업\/정상,01,정상영업,409433.786334794    ,229868.881577478    ,20210413110338,기타,,35.5464734,129.3102614
2089,3700000,2021370016030200417,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,세문당인재사,,울산광역시 남구 신정동 205-9,44684,울산광역시 남구 월평로 113 (신정동),,20210412,,,,,,01,영업\/정상,01,정상영업,410117.406234449    ,229580.500475819    ,20210413105801,종합몰,,35.5437279,129.3177168
2090,3700000,2021370016030200415,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,리우컴퍼니,,울산광역시 남구 삼산동 182-1 아데라움아파트,44710,"울산광역시 남구 강남로 348, 101동 1602호 (삼산동, 아데라움아파트)",,20210412,,,,,,01,영업\/정상,01,정상영업,412724.766792563    ,229878.407405013    ,20210413104032,종합몰,,35.54579409999999,129.346606
2116,3700000,3700000-107-2021-00129,07_22_19_P,I,2021-04-15 00:22:57,즉석판매제조가공업,주식회사 제이수산,680842,울산광역시 남구 야음동 789-91 삼성테스코홈플러스 울산남구점 ,44750,"울산광역시 남구 수암로 148, 삼성테스코홈플러스 울산남구점 1층 (야음동)",,20210412,,,,,,01,영업\/정상,01,영업,410624.959295956    ,227668.041604182    ,20210413094137,즉석판매제조가공업,,35.526407,129.322692
2127,3700000,2021370016005600040,11_43_02_P,I,2021-04-15 00:22:57,담배소매업,지에스(GS)25 울산현대점,,울산광역시 남구 달동 1285-2,44721,"울산광역시 남구 삼산중로 17, 1층 (달동)",,20210412,,,,,,01,영업\/정상,0,정상영업,411833.64032296     ,228663.63114313     ,20210413092305,,,35.5351067,129.3364047
2139,3690000,PHMG120213690018047000011,01_02_03_P,I,2021-04-15 00:22:57,의료기기판매(임대)업,루시앙,,울산광역시 중구 남외동 347-4,44492,"울산광역시 중구 곽남14길 21, 1층 (남외동)",,20210412,,,,,,01,영업\/정상,13,영업중,412283.404507644    ,232579.368199159    ,20210413092516,,,35.5702704,129.3423773
2140,3700000,2021370016005600041,11_43_02_P,I,2021-04-15 00:22:57,담배소매업,지에스(GS)25 울산인벤스점,,울산광역시 남구 야음동 570-1 번영로롯데인벤스스위트,44756,"울산광역시 남구 번영로 66, 상가동 1층 101호 (야음동, 번영로롯데인벤스스위트)",,20210412,,,,,,01,영업\/정상,0,정상영업,411402.88817005     ,228308.777515608    ,20210413101532,,,35.5321287,129.3316078
2306,3730000,2021373016205600027,11_43_02_P,U,2021-04-15 02:40:00,담배소매업,이마트24 덕신온덕점,,울산광역시 울주군 온산읍 덕신리 1294-6,45001,"울산광역시 울주군 온산읍 온덕2길 10, 1층",,20210405,,,,,,01,영업\/정상,0,정상영업,409768.208505211    ,217442.21935164     ,20210413141001,,,35.4344848,129.3107319
2355,3730000,3730000-101-2021-00060,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,배떡(온산점),689893,울산광역시 울주군 온산읍 덕신리 192-18 ,45002,"울산광역시 울주군 온산읍 영남2길 24, 1층",65.98,20210330,,,,,,01,영업\/정상,01,영업,409674.871670117    ,217808.697469456    ,20210413155222,분식,,35.4375385,129.3092068
2381,3730000,3730000-101-2021-00057,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,금솔커피점,689893,울산광역시 울주군 온산읍 덕신리 402-2 ,45004,"울산광역시 울주군 온산읍 덕남로 126, 1층",250.97,20210326,,,,,,01,영업\/정상,01,영업,409164.833524369    ,216707.808210062    ,20210413105705,기타,,35.4312443,129.3089864
2395,3730000,3730000-101-2021-00056,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,the 킹 부대찌개,689893,울산광역시 울주군 온산읍 덕신리 332-22 ,45005,"울산광역시 울주군 온산읍 신경길 11, 1층",70.39,20210325,,,,,,01,영업\/정상,01,영업,409249.791282958    ,217288.365752902    ,20210413110122,한식,,35.4332193,129.304998
2558,3710000,3710000-101-2021-00018,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,주전몽돌얼큰버섯샤브칼국수,682080,울산광역시 동구 주전동 90-25 ,44013,"울산광역시 동구 주전해안길 20, 2층 (주전동)",51.89,20210209,,,,,,01,영업\/정상,01,영업,422705.777822603    ,232153.249118858    ,20210413152045,한식,,35.56417740000001,129.457116
2687,3700000,3700000-101-2020-00432,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,돈대박국밥앤꼬들목살,680826,울산광역시 남구 신정동 636-15 ,44670,"울산광역시 남구 월평로21번길 9, 1층 (신정동)",25.59,20201103,,,,,,01,영업\/정상,01,영업,409204.296811683    ,229337.310434018    ,20210413114331,한식,,35.5417263,129.3075927
2976,3690000,2020369015230200040,08_26_04_P,U,2021-04-15 02:40:00,통신판매업,론리캣츠,,울산광역시 중구 약사동 707-42 래미안2차,44480,"울산광역시 중구 약사로 15, 403동 901호 (약사동, 래미안2차)",,20200721,,,,,,01,영업\/정상,01,정상영업,411993.90984591     ,232248.357095585    ,20210413093644,기타,,35.5691419,129.3355841
3445,3700000,3700000-104-2020-00017,07_24_05_P,U,2021-04-15 02:40:00,휴게음식점,투썸플레이스울산무거점,680808,울산광역시 남구 무거동 466-2 하늘빌딩 ,44611,"울산광역시 남구 대학로 128, 하늘빌딩 1~2층 (무거동)",.00,20200115,,,,,,01,영업\/정상,01,영업,405019.832696437    ,229711.606090819    ,20210413160214,커피숍,052 2775055,35.5459713,129.261585
3479,3720000,2019372016130200362,08_26_04_P,U,2021-04-15 02:40:00,통신판매업,케이카 주식회사 울산지점,,울산광역시 북구 연암동 507번지 4호,44247,"울산광역시 북구 무룡로 68, 3층 326,327,328,329,330호 (연암동)",,20191213,,,,,,01,영업\/정상,01,정상영업,414549.983103413    ,233731.209406351    ,20210413170846,자동차\/자동차용품,,35.5800948,129.3781908
3508,3700000,3700000-E201900009,11_46_01_P,I,2021-04-15 00:22:57,민방위급수시설,쌍방울트라이,,울산광역시 남구 무거동 1188-1,44636,울산광역시 남구 어은로 10-1 (무거동),50,20191112,,,,,,01,영업\/정상,18,사용중,406095.677179043    ,230192.906411416    ,20210413140538,,,35.5500925,129.2735474
3568,3720000,3720000-101-2019-00196,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,얌샘김밥송정점,683410,울산광역시 북구 송정동 162 반도유보라 아이비파크 지상1층 134동 415호,44236,"울산광역시 북구 화산로 104, 134동 지상1층 415호 (송정동, 반도유보라 아이비파크)",32.00,20190925,,,,,,01,영업\/정상,01,영업,414487.514292787    ,236171.300893612    ,20210413153923,분식,052 291 1340,35.5945607,129.3662808
3755,3710000,3710000-101-2019-00054,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,네오,682814,울산광역시 동구 전하동 544-258 ,44039,"울산광역시 동구 전하로 18, 1층 (전하동)",55.58,20190403,,,,,,01,영업\/정상,01,영업,420283.152524119    ,226367.18923474     ,20210413143258,정종\/대포집\/소주방,,35.5125834,129.4288563
3809,3720000,3720000-101-2019-00021,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,오기비어,683420,울산광역시 북구 매곡동 707 ,44224,"울산광역시 북구 매산로 92, 지상1층 (매곡동)",35.75,20190211,,,,,,01,영업\/정상,01,영업,413622.996429809    ,240368.36027493     ,20210413104307,호프\/통닭,,35.6409594,129.357752
3832,3700000,3700000-121-2019-00001,07_22_18_P,U,2021-04-15 02:40:00,제과점영업,쿱스토어울산대현점,680842,울산광역시 남구 야음동 809-12 지상1층 ,44751,"울산광역시 남구 수암로184번길 3, 지상1층 (야음동)",4.56,20190108,,,,,,01,영업\/정상,01,영업,411023.358462273    ,227672.507611462    ,20210413095545,제과점영업,052 707 6245,35.5263586,129.3271946
3834,3700000,3700000-134-2019-00005,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,쿱스토어울산대현점,680842,울산광역시 남구 야음동 809-12 지상1층 ,44751,"울산광역시 남구 수암로184번길 3, 지상1층 (야음동)",.27,20190108,,,,,,01,영업\/정상,01,영업,411023.358462273    ,227672.507611462    ,20210413094543,,,35.5263586,129.3271946
4007,3700000,2021370016030200413,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,주식회사 우국마니사,,울산광역시 남구 달동 629-8,44693,울산광역시 남구 삼산로125번길 3 (달동),,20180626,,,,,,01,영업\/정상,01,정상영업,410423.217853787    ,228759.266390502    ,20210413112957,종합몰,052-258-4979,35.5362693,129.320873
4025,3720000,3720000-101-2018-00106,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,회한사라,683300,울산광역시 북구 화봉동 428-4 지상1층 ,44241,"울산광역시 북구 송내5길 18, 지상1층 (화봉동)",119.00,20180605,,,,,,01,영업\/정상,01,영업,414325.848093097    ,234841.988609326    ,20210413154348,횟집,052 287 9292,35.5901944,129.3654798
4043,3720000,3720000-101-2018-00093,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,행복한하루,683809,울산광역시 북구 중산동 1166-45 ,44213,"울산광역시 북구 화정4길 16, 지상1층 (중산동)",51.61,20180517,,,,,,01,영업\/정상,01,영업,411940.42173047     ,242703.605744513    ,20210413104312,한식,,35.6614792,129.3412375
4062,3700000,3700000-101-2018-00145,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,오늘내일그리고또,680828,울산광역시 남구 신정동 672-9 ,44678,"울산광역시 남구 삼산로23번길 6, 1층 (신정동)",67.00,20180426,,,,,,01,영업\/정상,01,영업,409483.12740468     ,228437.412310007    ,20210413104702,경양식,,35.5335657,129.310433
4080,3730000,3730000-101-2018-00080,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,에이치엠(HM)푸드,689853,울산광역시 울주군 범서읍 굴화리 산 75 ,44932,"울산광역시 울주군 범서읍 장검길 69-23, 108호",58.30,20180405,,,,,,01,영업\/정상,01,영업,404153.697965335    ,230299.537467919    ,20210413144651,한식,,35.5539563,129.2533966
4202,3690000,3690000-104-2017-00136,07_24_05_P,U,2021-04-15 02:40:00,휴게음식점,지에스(GS)25울산태화점,681819,울산광역시 중구 태화동 446-7 ,44457,"울산광역시 중구 신기7길 13, 1층 (태화동)",2.60,20170928,,,,,,01,영업\/정상,01,영업,407412.907243003    ,230475.694361999    ,20210413103304,일반조리판매,052 244 7981,35.5521248,129.2944629
4330,3700000,PHMA120173700018041100007,01_01_02_P,U,2021-04-15 02:40:00,의원,화사한외과의원,,울산광역시 남구 달동 913-2,44722,"울산광역시 남구 삼산로 100, 3,5,6,7층 (달동)",,20170327,,,,,,01,영업\/정상,13,영업중,411767.033123463    ,229042.095123787    ,20210413165706,의원,052-716-1192,35.5347657,129.3186728
4352,3700000,3700000-101-2017-00030,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,대박통,680804,울산광역시 남구 달동 1264-1 지상1층 ,44718,"울산광역시 남구 왕생로40번길 6 (달동, 지상1층)",74.61,20170213,,,,,,01,영업\/정상,01,영업,411484.576945169    ,228871.462205875    ,20210413161357,기타,,35.5374591,129.3340613
4383,3710000,CDFI2262142016000001,03_11_05_P,U,2021-04-15 02:40:00,자동차야영장업,대왕암공원캠핑장,,울산광역시 동구 일산동 911-1 ,44058,울산광역시 동구 등대로 100 (일산동),,20161230,,,,,,01,영업\/정상,13,영업중,421297.729835007    ,223669.531482518    ,20210413143202,,052-209-4530,35.489945,129.4329884
4453,3700000,3700000-134-2016-00060,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,주식회사쿱스토어울산,680833,울산광역시 남구 신정동 1224-4 ,44651,"울산광역시 남구 봉월로59번길 10-1, 2층 (신정동)",,20161012,,,,,,01,영업\/정상,01,영업,411937.325145284    ,229536.570515599    ,20210413093419,,052 2228958,35.5379597,129.3046061
4456,3700000,3700000-104-2016-00190,07_24_05_P,U,2021-04-15 02:40:00,휴게음식점,쿱스토어울산무거점,680808,울산광역시 남구 무거동 487-4 ,44614,"울산광역시 남구 옥현로46번길 5-3, 1층 (무거동)",15.81,20161011,,,,,,01,영업\/정상,01,영업,405030.185193689    ,229132.288574919    ,20210413095323,일반조리판매,052 9165004,35.5407588,129.2615221
4473,3690000,3690000-101-2016-00196,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,굿데이(Good Day),681805,울산광역시 중구 반구동 100-8 ,44510,"울산광역시 중구 서원7길 12, 1층 (반구동)",39.08,20160825,,,,,,01,영업\/정상,01,영업,411901.908375222    ,231522.76670887     ,20210413134303,한식,052 710 3378,35.5608387,129.3378863
4650,3730000,3730000-101-2015-00352,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,시골돌솥밥,689903,울산광역시 울주군 온양읍 대안리 405-4 ,44979,울산광역시 울주군 온양읍 연안4길 10,124.21,20151223,,,,,,01,영업\/정상,01,영업,407312.580726488    ,214553.671414901    ,20210413110906,식육(숯불구이),052 239 4177,35.4088905,129.2838443
4717,3700000,3700000-134-2015-00057,07_22_03_P,U,2021-04-15 02:40:00,건강기능식품일반판매업,쿱스토어울산달동점,680803,울산광역시 남구 달동 1378-10 1층 ,44728,"울산광역시 남구 번영로75번길 36, 1층 (달동)",.30,20150831,,,,,,01,영업\/정상,01,영업,410911.81447667     ,228233.890224762    ,20210413093437,,,35.5314512,129.3261031
4755,3730000,3730000-101-2015-00155,07_24_04_P,U,2021-04-15 02:40:00,일반음식점,평화김해뒷고기,,울산광역시 울주군 삼남읍 교동리 1579-7 ,44949,울산광역시 울주군 삼남읍 교동로 113,117.94,20150630,,,,,,01,영업\/정상,01,영업,391755.298111371    ,230999.955316145    ,20210413153456,식육(숯불구이),,35.5570887,129.1153112
4819,3690000,2021369015230200194,08_26_04_P,I,2021-04-15 00:22:57,통신판매업,주식회사 퍼니팩,,울산광역시 중구 다운동 936-3 울산테크노파크,44412,"울산광역시 중구 종가로 15, 울산테크노파크 기술혁신 B동 503호 (다운동)",,20150224,,,,,,01,영업\/정상,01,정상영업,406616.2844157      ,232004.224371486    ,20210413103316,기타,,35.5641517,129.2793895
4959,6310000,20146310000301000004,08_26_05_P,U,2021-04-15 02:40:00,후원방문판매업체,아모레화장품 동울산특약점,683300,울산광역시 북구 화봉동  449번지 5호 ,,울산광역시 북구 송내4길 14 (화봉동),,20140415,,,,,,01,영업\/정상,2,영업,414503.756956964    ,234692.386492331    ,20210413000000,,,35.58881969999999,129.3674073
